object_id,target,pred_nn
Eru_iaun_rodwen,0.0,0.0005039750583364366
Eru_lasguil_lossen,0.0,0.007241521729156375
Eru_meldir_ulug,0.0,0.0019201918003091123
Eru_mithren_aras,0.0,0.03750755172222853
Eru_saelor_tegilbor,1.0,0.4933551326394081
Gonhir_achad_melethril,0.0,0.0023809638441889547
Gonhir_fast_romru,1.0,0.5719363763928413
Gonhir_fervain_ah,0.0,0.011558825615793467
Gonhir_limlug_harad,0.0,0.11279796762391925
Gonhir_rochir_Mirion,0.0,0.026654195738956332
Gonhir_thavron_maen,0.0,0.005810271366499364
Gwathuirim_drego_lebdas,0.0,0.0035008737759198993
Gwathuirim_gwanur_hu,0.0,0.015870015951804817
Gwathuirim_hwiniol_celon,0.0,0.028123183641582727
Gwathuirim_meldir_fuin,1.0,0.4243832230567932
Gwathuirim_mund_ram,0.0,0.010232943226583302
Gwathuirim_rochir_drafn,0.0,0.001469534880015999
Ithil_caras_hadhod,0.0,0.005164669652003795
Ithil_eglan_melethril,0.0,0.4778656084090471
Ithil_fern_maen,0.0,0.000563985166081693
Ithil_fuin_salph,0.0,0.0008822350989703409
Ithil_law_galas,0.0,0.11204326787265018
Ithil_menel_agar,0.0,0.0023350308074441273
Ithil_minas_elvellon,0.0,0.0001574694579176139
Ithil_sogannen_glandagol,0.0,0.01834137423429638
Ithil_tobas_rodwen,0.0,0.052988733630627394
Ithil_uan_hub,0.0,0.014904077164828777
Ithil_uanui_Eluwaith,0.0,0.005845329258590937
Mirion_adar_Druadan,0.0,3.219057839487505e-05
Mirion_baug_angos,0.0,0.012269060563994572
Mirion_galadh_heledh,0.0,0.07708527613431215
Mirion_gwathui_lebdas,0.0,0.006120563659351319
Mirion_gwathui_thor,0.0,0.015645819366909564
Mirion_ingem_ank,0.0,0.0015412751818075776
Mirion_lain_iaun,0.0,0.00845903786830604
Mirion_lalaith_neledh,0.0,8.505749474352342e-05
Mirion_lunt_fae,0.0,0.0037280095893947873
Mirion_malad_adar,0.0,0.005702517824829556
Mirion_saer_curunir,0.0,0.1280214610742405
Mithrim_alae_cund,1.0,0.027888495242223144
Mithrim_firion_achas,0.0,0.0002964370069094002
Mithrim_haudh_pethron,0.0,0.004378389974590391
Mithrim_ira_fae,0.0,0.012102385007892735
Mithrim_lam_anann,0.0,0.00022768725239075138
Mithrim_lang_elvellon,0.0,0.14476692490279675
Mithrim_mereth_rom,0.0,0.5631971433758736
Mithrim_merilin_gwachaedir,0.0,0.004134313843678683
Mithrim_mund_gas,0.0,0.0007019432123342995
Mithrim_pess_midh,0.0,0.10423008911311626
Rochirrim_aiglos_achas,0.0,0.0179285176564008
Rochirrim_araf_nim,0.0,0.006335125246550888
Rochirrim_araf_nimp,0.0,0.22455494105815887
Rochirrim_dunadan_annon,0.0,0.21825931407511234
Rochirrim_gwael_muinthel,0.0,0.013553138876886806
Rochirrim_haeron_cenedril,0.0,0.221719307533931
Rochirrim_lang_hador,0.0,0.02289813687093556
Rochirrim_lebdas_pethron,0.0,0.12366925738751888
Rochirrim_navaer_luithien,0.0,0.0008737952812225558
Rochirrim_nost_aes,0.0,0.017484914395026863
Rochirrim_pennas_fervain,0.0,0.014330168953165412
Rochirrim_pent_gil,0.0,0.0009354637113574427
Rochirrim_raegdan_tavor,0.0,0.1038236643653363
Rochirrim_rust_adab,0.0,0.003743970242794603
Sindarin_araf_pilin,1.0,0.9811335802078247
Sindarin_cund_amloth,0.0,0.0006079781451262534
Sindarin_elu_ah,0.0,0.011275013443082571
Sindarin_gwachaedir_lachenn,0.0,0.016129822470247746
Sindarin_lalaith_bregedur,0.0,0.06900765269529074
Sindarin_lam_dunedhel,0.0,0.007721309550106525
Sindarin_minas_fervain,0.0,0.003994033540948294
Sindarin_rusc_glamog,0.0,0.005061816162196919
Tawarwaith_Gwathuirim_cabed,0.0,0.009012162801809609
Tawarwaith_cabed_aeglir,0.0,0.001676212646998465
Tawarwaith_gaw_in,0.0,0.6952202618122101
Tawarwaith_melethril_drego,0.0,0.00034989256150197434
Tawarwaith_puig_morn,0.0,0.01579685980686918
Tawarwaith_raegdan_nost,0.0,0.00067149723872717
Tawarwaith_rovalug_mund,0.0,0.00017266716389485737
ablad_dam_roch,0.0,0.008346765534952283
ablad_maen_aranarth,0.0,0.002928513626102358
ablad_puig_manadh,0.0,0.008321570232510567
ablad_vin_faen,1.0,0.11127460515126586
achad_adan_balrog,0.0,0.07767326105386019
achad_corch_nothrim,0.0,0.0024510755320079625
achad_fae_eilian,0.0,0.0009826810855884105
achad_gwaloth_pilin,0.0,0.010600520996376872
achad_minas_adan,0.0,0.16789915412664413
achad_thamas_hend,0.0,0.06899291730951518
acharn_adel_baug,0.0,0.005481303058331832
acharn_firion_morn,0.0,5.916842772557551e-05
acharn_lend_Mithrim,0.0,0.08367297984659672
acharn_magol_nadhras,0.0,0.008844573982059956
acharn_nost_mil,0.0,0.1062321609351784
acharn_per_gwaloth,1.0,0.691554345190525
acharn_uir_bregedur,0.0,0.009498268482275307
achas_eilian_lossen,0.0,0.007107996672857553
achas_grond_pilin,0.0,0.016691781696863472
achas_hal_nana,0.0,0.02752844523638487
achas_hwiniol_nothrim,0.0,0.0038750336243538186
achas_iar_gaur,0.0,0.002771279130683979
achas_lavan_saig,0.0,0.15448837727308273
achas_riel_braig,0.0,0.005496256424521562
achas_rom_cair,0.0,0.03789759520441294
achas_saer_hand,1.0,0.9119352400302887
achas_salab_cenedril,0.0,0.004427111096447334
adab_Gonhir_gwanur,0.0,0.00024648976443586434
adab_amdir_gli,0.0,0.13316415925510228
adab_cabor_gwaun,0.0,0.006851561716757715
adab_drafn_amloth,0.0,0.005596595350652933
adab_faun_aith,0.0,0.03100349148735404
adab_magol_cyron,0.0,0.005599454394541681
adab_peredhel_hend,0.0,0.024111376609653234
adab_rach_pess,0.0,0.0031430412200279534
adab_rochben_lathron,0.0,0.002260207518702373
adab_thul_rust,1.0,0.050388886826112866
adan_Druadan_annon,0.0,0.0015681045842939056
adan_cae_morgul,0.0,0.007691633771173656
adan_fern_nothrim,0.0,0.40165128698572516
adan_galad_alagos,0.0,0.013202184112742543
adan_lachenn_gwanur,0.0,0.002694048351258971
adan_lhug_hervess,0.0,0.001349628251773538
adan_rom_alae,0.0,4.0757335682428675e-05
adar_amlug_eryn,0.0,0.011287616740446538
adar_ang_eredh,0.0,0.003335881105158478
adar_glass_cenedril,0.0,0.03172193397767842
adar_hadhod_soga,0.0,0.03686250373721123
adar_inias_hand,0.0,0.00968018383719027
adar_lam_rist,0.0,0.346259331330657
adar_law_agor,0.0,4.11097998949117e-05
adar_maethor_lasguil,0.0,0.007732258120086044
adel_draug_gas,0.0,0.000479222053400008
adel_glae_melethron,0.0,0.0641091003199108
adel_nimp_toll,0.0,0.07510074228048325
adel_pethron_imrad,1.0,0.9944374859333038
adel_tirith_riel,0.0,0.00472349749179557
aderthad_cair_agar,0.0,0.01108215725980699
aderthad_cirdan_Eluwaith,0.0,0.013599862955743447
aderthad_cuil_nimbrethil,0.0,0.004211054998449981
aderthad_nimbrethil_gellui,0.0,0.45005790889263153
aderthad_ulug_nadhras,0.0,0.006247116543818265
aduial_anann_aphadrim,0.0,0.005599261005045264
aduial_gli_hast,0.0,0.0012722923420369625
aduial_malad_gorn,0.0,0.30736630223691463
aduial_mindon_harad,0.0,0.019732645712792873
aduial_nur_luith,0.0,0.4268404566682875
aear_agarwaen_cund,0.0,0.0018178087852902536
aear_aiglos_nadhras,0.0,0.22951774939429015
aear_glamog_rodwen,0.0,0.039258336648344994
aear_glass_morn,0.0,0.0030677593895234168
aear_lunt_nana,0.0,0.2614630637690425
aear_morgul_heleg,0.0,0.31220151856541634
aear_salab_cuin,0.0,0.003717127096024342
aegas_Druadan_gli,0.0,0.3223803900182247
aegas_ank_ungol,0.0,0.00394040736136958
aegas_gaw_navaer,0.0,0.001315111803705804
aegas_ryn_imlad,0.0,0.0003116718216915615
aegas_tobas_dunedhel,0.0,4.80980501151862e-05
aeglir_Dornhoth_adan,0.0,0.41377974674105644
aeglir_certh_bregedur,0.0,0.012869288795627654
aeglir_min_graw,0.0,0.006266764699830674
aerlinn_Elrim_alph,0.0,0.046003859024494886
aerlinn_Eru_cenedril,0.0,0.012712210998870432
aerlinn_aduial_aear,0.0,0.0026731748366728425
aerlinn_gwarth_thor,0.0,0.00026475188406038797
aerlinn_hand_gul,0.0,0.0025075370213016868
aerlinn_heron_luith,1.0,0.045725306030362844
aerlinn_laer_aith,0.0,0.0014406789268832654
aerlinn_nadhras_cund,0.0,0.0019950604328187183
aerlinn_nagol_bellas,0.0,0.012649724609218538
aerlinn_raef_nimbrethil,0.0,0.055257612839341164
aerlinn_saer_nell,0.0,0.05082867946475744
aerlinn_sirion_gli,0.0,0.004957860393915325
aerlinn_ylf_lagor,0.0,0.04951593856094405
aeruil_corch_min,1.0,0.9997071325778961
aeruil_cugu_rach,0.0,0.010975310346111655
aeruil_rust_harad,0.0,0.004811347142094746
aeruil_tavor_ogol,0.0,0.026826209272257984
aes_baug_lobor,0.0,0.0016036753950174898
aes_eglan_glae,0.0,0.0007501425716327503
aes_espalass_iphant,0.0,0.0036798553192056715
aes_faun_melethron,0.0,0.1318285334855318
aes_hub_law,0.0,0.010471896675880998
aes_lavan_adan,0.0,0.007412504848616663
aes_lorn_pendrath,0.0,0.00786925246939063
aes_min_uan,0.0,0.028794068610295653
aes_minai_fervain,0.0,0.012887327116914093
aes_perian_fae,0.0,0.005995544750476256
aes_rhovan_erchion,0.0,0.03535379015374929
aes_sammar_thul,0.0,0.021975722396746278
agar_Tawarwaith_Sindarin,0.0,0.004093241099326406
agar_badhor_agarwaen,0.0,0.007911918291938491
agar_cugu_glaur,0.0,0.010717405588366091
agar_graw_pethron,0.0,0.0006784140550735174
agar_iar_glandagol,0.0,0.025322979781776667
agar_neledh_imrath,0.0,0.00028623913749470375
agarwaen_Elrim_muinthel,0.0,0.02489272691309452
agarwaen_cund_rhosc,0.0,0.9989459812641144
agarwaen_galadh_galadhrim,0.0,0.0411492594939773
agarwaen_guldur_Ithil,0.0,0.007573067967314273
agarwaen_hu_fervain,0.0,0.005343471770174801
agarwaen_meldir_forodrim,0.0,0.010541245312197134
agarwaen_tobas_andrann,0.0,0.0917745924089104
aglareb_angos_sador,0.0,0.0015776115833432414
aglareb_araf_glamor,0.0,0.00471006880979985
aglareb_gwarth_gli,0.0,0.11068493884522468
aglareb_imloth_cabor,0.0,0.016939911292865872
aglareb_panas_sammar,0.0,0.0008896802028175443
aglareb_thangail_nana,0.0,0.0029209731656010263
aglareb_uan_midh,0.0,0.010527523583732545
agor_aes_laes,0.0,0.011227023867832031
agor_annon_rudh,0.0,0.01006794581826398
agor_araf_faradrim,0.0,0.04511870630085468
agor_certh_heron,0.0,0.03274059109389782
agor_galenas_pod,0.0,0.023833998362533748
agor_gaurwaith_hervenn,0.0,0.008116432866700052
agor_glass_glamog,0.0,0.03883972018957138
agor_gondrath_pent,0.0,4.374579202703899e-05
agor_grond_min,0.0,0.0005718590057313122
agor_luithien_harad,0.0,0.00809732498601079
agor_yll_tachol,0.0,0.006889955839142203
ah_Druadan_gwador,0.0,0.006205845042131841
ah_achad_bain,1.0,0.9958066642284393
ah_anwar_Sindarin,0.0,0.09560783673077822
ah_calad_mithren,0.0,0.0007403401518786268
ah_eirien_mithren,0.0,0.004645714427169878
ah_eredh_annon,0.0,0.06443217676132917
ah_fervain_Ennor,0.0,0.000641590726445429
ah_gorn_per,0.0,0.009945661236997694
ah_gorn_ruith,0.0,0.01231810194440186
ah_gwaun_acharn,0.0,0.3210591211100109
ah_imrad_ai,0.0,0.10699570272117853
ah_lam_lobor,0.0,0.011670528358081356
ah_magol_thor,0.0,0.0008781645883573219
ah_mir_Mithrim,0.0,0.009141134563833475
ah_muinthel_tobas,0.0,0.3504733764566481
ah_navaer_agarwaen,0.0,0.0006607742252526805
ah_rom_firion,0.0,0.32300798734650016
ah_ryn_gellui,0.0,0.00036626996734412387
ah_sador_imloth,0.0,5.5480043684497105e-05
ah_saelor_hend,0.0,0.0016150211195053998
ah_sammar_nost,0.0,0.25644537433981895
ah_sirion_perian,0.0,0.00806512776762247
ah_ungol_nath,0.0,9.25590702536283e-05
ai_cirdan_uir,0.0,0.008846114680636674
ai_hub_hwiniol,0.0,0.007925532991066575
ai_limlug_ninglor,0.0,0.004850228258874267
ai_lorn_Mirion,0.0,0.00011886252787007834
ai_peredhel_laer,1.0,0.8470480144023895
ai_ylf_tamin,0.0,0.11946918396279216
aiglos_Sindarin_glass,0.0,0.0009123136114794761
aiglos_aeglir_ryn,0.0,0.04059485485777259
aiglos_bass_yll,0.0,0.005751155549660325
aiglos_emel_talraph,0.0,0.010706455679610372
aiglos_inias_tachol,0.0,0.01007397600915283
aiglos_iphant_corf,0.0,0.0006566267329617403
aiglos_per_cenedril,0.0,0.0016393760743085295
aiglos_roch_nim,0.0,0.0024700473295524716
aiglos_ryn_gwael,0.0,1.7404931377029698e-05
aiglos_saig_mindon,0.0,0.004651283583370969
aith_annon_fast,0.0,0.02659858576953411
aith_certh_midh,0.0,1.814110754594367e-05
aith_fae_tirith,0.0,0.016711776377633214
aith_firen_corch,0.0,0.026263534324243665
aith_glass_firiel,0.0,0.0025493969733361155
aith_gwarth_lagor,0.0,0.038217479013837874
alae_Sindarin_lembas,0.0,0.0025697046075947583
alae_celon_faradrim,0.0,0.005782506603281945
alae_dol_nimp,1.0,0.23551336117088795
alae_eryn_hand,0.0,4.2635070229835037e-07
alae_guldur_ithron,0.0,0.006907983159180731
alae_haeron_aphadrim,0.0,0.0096912452718243
alae_hend_heron,0.0,0.01941990660270676
alae_lathron_aran,0.0,0.07723026350140572
alae_lost_hu,0.0,0.9833371639251709
alae_saew_dannas,0.0,0.0054876639624126256
alag_amlug_gaurwaith,0.0,0.5881615281105042
alag_haradrim_celair,1.0,0.7690578550100327
alag_nimp_laer,0.0,0.02407956263050437
alagos_firiel_gas,0.0,0.009294999646954238
alagos_hador_melethril,0.0,0.730790987610817
alagos_honeg_bragol,0.0,0.01214842933404725
alagos_nadhras_iar,0.0,0.012560481671243906
alagos_rach_ris,0.0,0.010462062316946685
alagos_tinnu_sammar,0.0,0.0029287804500199854
alph_alag_lunt,1.0,0.98482945561409
alph_celon_archam,0.0,0.01128619959581556
alph_celon_gwaloth,0.0,0.06479965697508305
alph_hud_Eru,0.0,0.013372725457884371
alph_ist_faun,0.0,0.0017949636385310441
alph_nana_panas,0.0,0.003826840769761475
amarth_ai_Gonhir,0.0,0.20336231973487884
amarth_firiel_aglareb,0.0,0.004092883522389457
amarth_heledir_gil,0.0,0.0038856580504216254
amarth_min_thamas,0.0,0.0054891654290258884
amarth_pilin_ram,0.0,0.00835469932644628
amarth_riel_tinnu,0.0,0.002473346859915182
amarth_saew_melethron,0.0,2.316005395641696e-05
amath_cabor_minas,0.0,0.003900621086359024
amath_celon_agarwaen,0.0,0.0001514954228696297
amath_gwador_helegnen,0.0,0.012960343505255878
amath_haust_eilian,0.0,0.005157067163963802
amath_heron_minas,0.0,0.009825419401749969
amath_lobor_rhun,0.0,0.12110872566699982
amath_nadhras_rhun,0.0,0.006300655368249863
amath_rochben_nim,0.0,0.1725792153738439
amath_ulug_Eru,0.0,0.005846194224432111
amath_ylf_glamog,0.0,0.1496472409926355
amdir_hul_hervenn,0.0,7.255609227740933e-05
amdir_ithildin_laer,0.0,0.015729187580291182
amdir_minuial_pod,0.0,0.13698432920500636
amdir_ruith_braig,0.0,0.061960864812135696
amloth_aith_inias,0.0,0.01429491023736773
amloth_gaw_lalaith,0.0,0.03443861857522279
amloth_glamog_gwaun,0.0,0.1788940466940403
amloth_hu_magol,0.0,0.20540878269821405
amloth_iphant_nur,0.0,0.0031841106829233468
amloth_pess_gwathui,0.0,0.00956237013451755
amloth_talraph_puig,0.0,0.005297099880408496
amloth_uruk_cuin,0.0,0.013784231850877404
amlug_grond_rudh,0.0,0.022631939151324332
amlug_ithron_Ennor,0.0,0.038829373370390385
amlug_loss_ang,0.0,4.7984005604462254e-06
amlug_raegdan_heledh,0.0,0.005517840036191046
amon_adel_aeglir,0.0,0.013906698499340564
amon_cirion_annon,1.0,0.041328441351652145
amon_corch_idhren,1.0,0.3709923252463341
amon_corf_Druadan,0.0,0.4670175462961197
amon_imloth_luin,1.0,0.10551769100129604
anann_acharn_midh,0.0,0.05311471258755773
anann_haradrim_haudh,0.0,0.1937282551662065
anann_lasguil_araf,0.0,0.007968975987751037
anann_nath_echad,0.0,0.004439461656147614
anann_per_pess,0.0,0.004958992198226042
anann_raegdan_lost,0.0,0.3407151810824871
anann_rhovan_Gwathuirim,0.0,0.010745317675173283
anann_rom_anwar,0.0,0.055954594165086746
anann_saew_aranarth,0.0,0.03645653964485973
anann_talraph_haeron,0.0,0.008188760606572032
anann_uir_ang,0.0,0.009407689445652068
anann_ungol_agarwaen,1.0,0.0003176766068264669
andrann_Gonhir_cuil,0.0,0.005627605598419905
andrann_achad_tinnu,0.0,0.014494825270958245
andrann_calad_gador,0.0,0.013516702456399798
andrann_galas_rochben,0.0,0.007027687970548868
andrann_hun_cirdan,0.0,0.005471605458296835
andrann_luithien_Ennor,0.0,0.15660193283110857
andrann_puig_fern,0.0,0.0026112183259101585
ang_cugu_harad,0.0,0.051361280493438244
ang_midh_hu,0.0,0.004606271453667432
ang_neledh_aith,0.0,0.07229144405573606
ang_thor_gaur,0.0,0.0031207107240334153
ang_ungol_rochben,0.0,0.00022276876666182943
angos_achad_hu,0.0,0.07056580774951726
angos_annon_aegas,0.0,0.004617883707396686
angos_celon_lain,0.0,0.0007581906174891628
angos_dagnir_tamin,0.0,0.010782085650134832
angos_hadhod_haudh,0.0,0.008480588672682643
angos_hast_hud,0.0,0.010778197727631778
angos_maecheneb_heleg,0.0,0.005577529489528388
angos_pod_cabed,0.0,0.2228653822094202
angos_rochir_aras,1.0,0.9621532261371613
angos_rusc_curunir,0.0,0.10269570877426304
angos_tamin_haust,0.0,0.002265532675664872
ank_anann_cugu,1.0,0.8465388268232346
ank_cirdan_ryn,0.0,0.00019622276522568427
ank_ennorath_cuin,0.0,0.025737859134096652
ank_fast_luithien,0.0,0.0002938205798272975
ank_glandagol_law,0.0,0.010278424510033801
ank_gwaun_haradrim,0.0,0.9997893273830414
ank_heledh_rudh,0.0,0.0002826774807545007
ank_parf_laes,0.0,0.00478195701725781
ank_raegdan_iaun,0.0,0.35142379254102707
ank_rovalug_eilian,0.0,0.01818417408503592
ank_sammar_rudh,0.0,0.016263966914266348
annon_adab_lossen,0.0,0.00024182180936804798
annon_bragol_heledir,0.0,0.019319959450513124
annon_callon_cyron,0.0,0.01770737412152812
annon_elvellon_gorn,0.0,0.0023557100466859993
annon_gwend_lain,0.0,0.02529229794163257
annon_lorn_baug,0.0,0.668364517390728
annon_salab_aderthad,0.0,0.008855031635903288
annon_tinnu_faun,0.0,0.003395154041754722
anwar_gas_gaw,0.0,0.018097864172887057
anwar_gilgalad_luith,1.0,0.4353199228644371
anwar_lunt_hador,0.0,0.0030983653268776834
anwar_mithren_hal,0.0,0.0006410990317817777
anwar_myril_amon,0.0,0.002532336162403226
anwar_raef_fervain,0.0,0.0017020945997501258
anwar_randir_myril,0.0,0.00420677035162953
anwar_thamas_agar,0.0,0.014962570392526686
aphadrim_aduial_perian,0.0,0.011299170437268913
aphadrim_braig_lin,0.0,0.009196168917696923
aphadrim_gwaun_thavron,0.0,0.00534861019696109
aphadrim_harad_aiglos,0.0,0.5090585350990295
aphadrim_lain_minai,0.0,0.0004255484936948051
aphadrim_neledh_ist,0.0,0.002141633245628327
aphadrim_tegilbor_helegnen,0.0,0.006653421383816749
araf_agar_maecheneb,0.0,0.006127233995357528
araf_cabed_raef,0.0,0.007800582330673933
araf_glamog_echad,1.0,0.3817542679607868
araf_gwaun_nagol,0.0,0.36071186419576406
araf_hub_faun,0.0,0.01778749372897437
araf_lebenedh_nost,0.0,0.0031784310849616304
aran_aear_muinthel,0.0,9.243908425560221e-05
aran_dannas_malad,0.0,0.006855896092019975
aran_gwachaedir_lost,0.0,0.002573206671513617
aran_hand_in,0.0,0.09458918683230877
aran_hast_Eru,0.0,0.00027184546343050897
aran_honeg_sirion,0.0,0.0008002111535461154
aran_lin_gwaun,0.0,0.03423368092626333
aran_puig_Druadan,0.0,0.0025988858760683797
aran_saew_rodwen,1.0,0.9661109745502472
aranarth_aear_faradrim,0.0,3.8110034178640007e-05
aranarth_faun_hand,0.0,0.001291466920520179
aranarth_gellui_melethril,0.0,0.0014972903445595875
aranarth_gwilwileth_laer,0.0,0.031633647333364934
aranarth_rhovan_lasguil,0.0,0.30618838779628277
aranarth_sirion_adan,0.0,0.000324753294535185
aranarth_tobas_gellui,0.0,0.008753518806770444
aras_Elrim_Gwathuirim,0.0,0.11416792776435614
aras_ang_aeruil,0.0,0.0019402235848247074
aras_gilgalad_tann,0.0,0.03226151439594105
aras_lembas_bain,0.0,0.00744215352460742
aras_malad_Eru,0.0,0.48846307024359703
aras_minai_yll,0.0,0.007141863577999175
aras_nadhras_galas,0.0,0.019628217749414034
aras_riel_heleg,0.0,0.0003563841528375633
aras_rusc_rhovan,0.0,0.0025199283845722675
aras_ryn_manadh,0.0,0.011140222719404846
archam_alag_rist,0.0,0.0031945304799592122
archam_calad_lossen,0.0,8.025684610402095e-05
archam_elu_rochben,0.0,0.060714727151207626
archam_gli_heron,0.0,0.0005557590193348005
archam_hu_cirion,0.0,0.0009420523638254963
archam_lang_alph,0.0,0.009826122026424855
archam_puig_hervess,0.0,0.011805448710219935
archam_rhach_imlad,0.0,0.29950613528490067
archam_roch_faradrim,0.0,0.003634720836998895
archam_tachol_pennas,0.0,0.01128388219512999
badhor_Dornhoth_heledh,0.0,0.15156649565324187
badhor_Sindarin_laer,0.0,0.003409342432860285
badhor_firiel_tinnu,0.0,0.014731113260495476
badhor_graw_aiglos,0.0,0.0006977545053814538
badhor_hervenn_minai,0.0,0.0006758469135093037
badhor_magol_merilin,0.0,0.00018893341621151194
badhor_mirdan_hwiniol,0.0,3.6290651507897564e-05
badhor_onodrim_alagos,0.0,0.011475540231913328
badhor_rhach_rach,0.0,0.003852112844469957
badhor_rist_maecheneb,0.0,0.00892117084003985
badhor_rudh_morgul,0.0,0.026904847414698452
badhor_talraph_lam,1.0,0.6424014568328857
bain_caras_nath,0.0,0.012164202518761158
bain_gobennas_minas,0.0,0.0007775368976581376
bain_gwaloth_navaer,0.0,0.007079996168613434
bain_haudh_lost,0.0,0.011968862294452265
bain_ylf_hun,0.0,0.008412347175180912
balrog_Dornhoth_andrann,0.0,0.005532637980650179
balrog_aear_Gwathuirim,0.0,0.2857136290986091
balrog_fervain_pent,0.0,0.009052459034137428
balrog_gil_rhosc,0.0,0.15662963828071952
balrog_gond_fuin,0.0,0.033138856291770935
balrog_minas_galvorn,0.0,0.0021846080635441467
baneth_celon_lossen,0.0,0.006227015343029052
baneth_harad_heledir,0.0,0.0072882679378381
baneth_nidh_cyron,0.0,0.029468319844454527
baneth_pilin_tachol,0.0,0.001048620201970607
baneth_tamin_gli,0.0,0.007894429145380855
baneth_thurin_meldir,1.0,0.7552082985639572
barad_amath_salph,0.0,0.021646023349603638
barad_bregedur_ai,0.0,0.006579737993888557
barad_cirion_haust,0.0,0.008413694828050211
barad_glamor_riel,0.0,0.33462304214481264
barad_nur_gobennas,0.0,0.011167066608322784
barad_ogol_sammar,0.0,0.12487796694040298
barad_peredhel_minas,0.0,0.0050890385755337775
bass_amarth_elvellon,0.0,0.004781245195772499
bass_archam_rhosc,1.0,0.9133175909519196
bass_dol_muinthel,0.0,0.007223973254440352
bass_echad_gwael,0.0,0.012007623794488609
bass_gwilwileth_lunt,0.0,0.021644340828061104
bass_lossen_nim,0.0,0.007313319365493953
bass_myril_guldur,0.0,0.01090181025210768
bass_thamas_galadhrim,0.0,0.016111523495055735
bass_ulug_aegas,0.0,0.1946797852870077
baug_agarwaen_angos,0.0,0.4266177639365196
baug_gwarth_ram,0.0,0.0016389577640438802
baug_randir_loss,0.0,0.2273326925933361
baug_tavor_pent,0.0,0.35016217827796936
bellas_Tawarwaith_nothrim,0.0,0.008675951801706105
bellas_baug_menel,0.0,0.43932366371154785
bellas_gul_aras,0.0,0.005944918215391226
bellas_luithien_melethril,0.0,0.006509311613626778
bellas_nell_amath,0.0,0.006113408540841192
bellas_rochben_aith,0.0,0.028041820973157883
bellas_tachol_hand,0.0,0.004548440367216244
bragol_bronwe_lagor,0.0,0.0005662681360263377
bragol_fae_aphadrim,0.0,0.0013949674248578958
bragol_galenas_raug,0.0,0.022176963044330478
bragol_galvorn_gwend,0.0,0.10053624818101525
bragol_gwachaedir_nost,0.0,0.00426851450902177
bragol_gwathui_gobennas,0.0,0.6119147539138794
bragol_laes_tathar,1.0,0.07234318973496556
bragol_mirdan_ira,0.0,0.007278118122485466
bragol_ninglor_ank,0.0,0.017545984592288733
bragol_nothrim_gas,0.0,0.0032291721436195076
bragol_onodrim_nimbrethil,0.0,0.0001916710243676789
bragol_pethron_anwar,0.0,0.0026009404136857484
braig_adar_laer,0.0,0.01042916439473629
braig_corch_dannas,0.0,0.005729549055104144
braig_dunedhel_elu,0.0,0.15043204091489315
braig_fern_nim,0.0,0.017749920021742582
braig_graw_bellas,0.0,0.015871552284806967
